image_id,label,isNight,split
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200728191534.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200730132131.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2108.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154136.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_174944_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_8224.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8613.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190902_102805.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_143740_23003.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7585.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG20200730132857.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2089.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2466.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728181635.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_080929.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_081313_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190813_130104.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152940_25335.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8499.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152231_24971.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152839_25259.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728125541_27062.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8218.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_181625_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7923.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728125110_01_26946.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9342.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_175326.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_182215_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2233.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175447.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190809_160245.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154544_26616.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190924_153619.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153452_25812.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_8069.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151430_24659.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_144724_23427.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200729173554.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175045.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_175739.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_172256.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_144648_23356.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_180758.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190902_103644_1.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8925.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150137.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154124_26300.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150220_24066.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_145734_23775.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7877.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7592.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153653.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153303_25616.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9430.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153744_26035.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175838.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7853.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190924_153344.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2669.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153123_25478.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175051.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7925.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151101_24504.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9446.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152238.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154331_26511.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151609.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_080938.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_175332_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728181651_27211.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728125513.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151953_24903.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154605_26653.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175549.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154157_26363.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151417.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2209.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_2431.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_080014_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_144450.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_175516_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9402.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8294.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190813_131151.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151129_24555.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152709_25125.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_181839.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_175525_2.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150905_24399.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190809_165051.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7620.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_180644.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_183855.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7193.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153848_26136.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200728131723.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150843_24375.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152013.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_143932_23094.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_172147_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_8147.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190820_085637.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_080642.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8654.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_145500_23669.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8574.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153254_25609.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153728.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152725_25140.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_8154.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_1926.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150501_24164.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150158_24045.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190809_164234.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200729190239_01.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728142620.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8671.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153625_25884.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728184618.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8570.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728174113.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_2372.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7874.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154514_26561.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9606.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_9545.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151028.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200729172110.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_182206_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152920.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151501.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153500_25835.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_144336_23232.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8672.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153621.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190809_161617.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_0126.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8245.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200728185037.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2674.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150648.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190902_104532.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200728185038.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190902_102424.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728182202_01_27532.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8622.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_175513.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190809_155831.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_8032.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_183736_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_181340.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_143932_23095.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153457_25827.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_180938.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG20200728182153_01_27497.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_20190902_110832.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_1873.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_183709.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_175721_2.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_182037.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154651_26726.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154538_26611.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_2096.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8971.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175004_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153701.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_145758_23806.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_145725_23768.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_7339.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150344_24118.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200728130006.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190923_181936.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190822_081048_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\mixed\IMG20200729173358.png,2,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_143811_23027.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190910_172401.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151702_24818.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151644_24781.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_143742_23007.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_153021.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151556_24738.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\IMG_8942.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\bad\IMG_20190824_175244_1.png,1,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_150406_24138.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_154224_26400.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_152904_25284.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190820_151325_24565.png,0,1,train
E:\adv_outputs_fruit_quality\ANN_pgd\train\good\20190813_125929.png,0,1,train
