image_id,label,isNight,split,adv_label
E:\Fruit_Quality_Split\test\good\IMG_20190902_111040_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_085100_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729190502.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153336_25676.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9196.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151412_24630.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145449_23656.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152713.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175646.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152903_25282.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154131_26318.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153629_25888.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104244.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154306_26468.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174821.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728180231.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_115513.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171845_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154754_26824.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152854_25269.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175756_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154053_26249.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152630_25031.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_081330.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125347_01.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111006.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181918_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152950_25340.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145722_23767.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150715_24305.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152211_24963.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151952_24897.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154531.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153232_25585.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152645.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7259.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145738_23783.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153618.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8860.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181135.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080254.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174857.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102643_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175527_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072419_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190820_085701.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102459.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728183044.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_153646.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200730132851.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154754_26827.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8082.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190813_121116.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9267.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150526_24188.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080646.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111240_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174913_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182235.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200730132651.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9193.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_122017.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_103711_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728142621.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153906_26166.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153447_25798.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728184225.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151531_24702.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145939_23865.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729173335.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190820_085623.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151024_24463.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145823_23829.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728190509.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175440.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151601_24747.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172339.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152625_25019.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175202_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151534_24711.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080913.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_115653.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154624_26685.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150041_23893.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183713.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7565.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152803.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152423_25001.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150932_24429.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153031_25386.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152237_24976.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_081333_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153448_25803.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154329_26501.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175206_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125101_26939.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150552_24230.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072315.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728191228.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150319_24083.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125048_26915.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151101.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728185940.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183632.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144428_23268.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728185145.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175821.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181626.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8560.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071617.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131745.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9398.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153456_25822.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8661.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152452.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7243.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111322_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728190435.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154337_26516.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182150.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_175834_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172333.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180244.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182244.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153121_25472.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8121.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_175755_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183737.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9575.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200730132614_01.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9608.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8397.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8727.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8559.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153114_25460.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8598.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153801_26070.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150104_23951.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_084537.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200730132838.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172420.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150743_24337.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125422_26972.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153644_25924.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729183159_01.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_103636_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131103.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154827_26876.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181934.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728183122.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_121843.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150518_24177.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_150547.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150638_24253.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729183103.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8585.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728174601.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153643_25921.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200729173818.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9520.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8577.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153346_25695.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151112_24523.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_153558.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_182123.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200729173722.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_081333.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_6978.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153630_25894.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182156_01_27515.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180717.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729173217.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8132.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150928_24427.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183619_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_150554.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150052_23920.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728185943.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154635_26697.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729173528.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728182817.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181623_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150738_24327.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172658.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153107.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144329_23222.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181934_27323.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182326_27637.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145302_23651.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150828_24360.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072239_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175209.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111426.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9451.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154256_26448.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171654_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_184142.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152806.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125310.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729190124.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145300_23640.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_071849.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_122218.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152519.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728182506_12.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180245.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182146_27488.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_152849.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175849_2.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200730132752_01.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154053.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183821.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_111052.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7695.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172432_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153642.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7724.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072433.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175503.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102442.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143540_22912.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181539_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728125526_27043.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153742_26025.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2183.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728190035.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8452.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8186.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145247.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190924_150854_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200729173721_01.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_184126.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152950_25342.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153834_26108.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175816_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152837(0)_25249.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9302.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_181846.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175538_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175502_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171642_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7455.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_121750.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143522.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154620_26673.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7503.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728131557.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7731.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_110948.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_8061.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183754.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181934_27320.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8749.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728184234.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9361.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150147_24028.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9568.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7481.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_174847.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144045_23145.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150937_24435.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104255_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180215_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729190133.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_151700_24815.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143845_23048.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153701_25961.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153851_26147.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144646_23352.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190923_184444.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9582.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200729172413.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_104118.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8173.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150142_24016.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190829_072430.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152638_25048.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_171507_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_7355.JPG,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_175831_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181711.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154045_26242.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8125.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144907_23511.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_2227.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180030_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG20200728125408.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_9337.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_144020.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728142619.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_143740.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180640_1.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150557_24234.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200729173530_01.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190812_184941.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8283.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154336_26514.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190923_183616.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\mixed\IMG20200728131824.jpg,2,1,test,0
E:\Fruit_Quality_Split\test\good\20190809_122047.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_8828.JPG,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145024_23548.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190822_080831.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728182056_27394.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG_20190902_102523_1.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\IMG20200728181719_27295.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_154340_26524.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153749_26046.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_145036.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_153107_25448.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190910_172341.jpg,1,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_150919_24414.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\good\20190820_152753_25189.jpg,0,1,test,0
E:\Fruit_Quality_Split\test\bad\IMG_20190824_180919.jpg,1,1,test,0
