image_id,label,isNight,split,class_name,detector_label,source
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/cc946da3e69f8d76bd29af26dc862072e5d4dc71resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/fea5e07ff437bb0c245b42fc5ac97fa542fb18faresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b709095955158c4039ea7d80e4f41a7c7bf66323resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ebe28e5a9fedad4544b06ff97396a2b35037f40aresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b991e7ef99cc75ac6b498d74ec43697a5784351bresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d96386045068ee7d2f9e93b67328cd5b87f961b2resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d50194fb52359a08dda471e8f64c416876bb5df4resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/e7099866160f2b8d99922f10a5eac41475abb23aresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b29536dac017d5c7e9119b7e2f402bc45b5da8deresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/c7126aba053a1134e67fabb96f0dddcb3e22e251resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/dc403375986e513b1b6d91bab51c2ab62b39c54bresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ce1a1ee2baba215f57ee4bb3a11091a7278fc898resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ce775388ba4be790b0274086296442b8d51cbcafresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b82c2245cebbe21b655852acf161eb4b387ebffbresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/cfaf671a85b589baa9d8f3605b922f2780dada84resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b7110e6a41d223d8f547da4052cd064ac7d90122resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b8a4e0a1e734f9a65591ce7b6ce16ea90b980ea5resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ee5c73e63abf1a81b5776825b9aa76caebff0788resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/f08882fecead0f16224f55cff12cbd392540ebe3resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/c325ed2ac7d62bd19ac77d34d8eea869907476b5resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/bd9912d2d1ed06292c1c9a9c2e564e63323cae74resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/f3b9fb1aa8273c910e3d49c1c4de433209d93223resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/cd9ecb9afcd162be41c20f4e93dbb572ce168448resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d3ee911c0af8cef65ac0d4d4342e62808b2a8addresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/f6eae0028849d42a39de2861e09af0dcfd8b90f0resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/beca37575577184d704d450bb51661fd8e88b492resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/f1e81992ab965e13f308b85151fdbdab2039f2bcresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/e8f7431280c2bfb6b66078db0e15bd7cf42ad50eresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b012c152d75601c06e5327e30a61f26b2e4fd892resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ef5235e81ea5e167847427d232fc88a95d0753bcresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ed11ec38a5aed6eccc1fe54d47af09c1611ab447resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/fcbe2516d817437f619a9c124c32109322880239resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/dbefaad9d927801bc9f7e17c4a84e57dc3a721c7resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/fd872167ba4a7610c7a23f53093895c927ff0d89resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ff6710b36e68e7f8156215200851c4cba5fce6faresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d3b65fa108a9a00e57508986460cfdb3ec41a6c4resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d9734395027c25142462683dea20380c38fd00daresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/e3e174da715fd1382ca837085a2432353da8e6e9resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/e148805df44fa16193aefeaffbefe0eca0def2f4resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/e52f3dfe89a76f57f4356141cdbbb46345838226resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d189ba7462aa0302874d42d423a52c52bc3620b5resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ff5a5d3152796a7499973b2c1dd385d71c06bdearesized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/f94fae61ce46f1aa106ffc105d6dfde631047108resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d5f7935483543c7be42661fd728f2fe6267c77abresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d43879f4eec1b3dd67488c24a2abc305556e2c00resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/bf8cf99c33c010ce3adc4225f4488e058538b9f7resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b380d17801f5544eebe5f0ff1fe46fda66404cfdresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b52345e8549b92798b25b015c08588f60dc35a9cresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/ee10fd54e374e25077dd795dbd2598225d1b4444resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/bf58dc9883ffe9fbce6accbbe4bbbf5442163d7cresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/c3175b0bab73844f15ab0b4b5fa7b0bc8984cf7bresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/c80baf2fb20092788a97c0faaaddfbac6988dbcbresized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d4eea0ec03eead43e6a4b8ab9e94b1aec4ede295resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d6a379c0c919e114821725b89706b301f4ffa069resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/d985f072aec7d0afaa8dc35d27ec2dc5255f7201resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/b3737cddf94c8234c10bdfb7b1e627f16cec2510resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Adposhel/c41d754e0852a2f0e4c11b8cda8784d0af77a0a2resized_image.png,1,0,test,Adposhel,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a283b343084d36619afb7ba4d4ad8d5e1ff98143resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a463da60b3b0b13ddda160f74884d2fb0665f5a7resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/b6c6c1f2a68857f42b9d547df27af2f8762e428eresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/d8a017c27a3fdeb0d4d7bbf5def47bc86df6778aresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cb5833ea7c1fb8decb8c2936622c0bfbcf9ed30fresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/dab966a75e38da3bbba2e74471904043fab8aae8resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c8a35d0cacd08b5af07ce7f136e3e368484b00f3resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/7122283467b81b46d74f08a23e4eee159186896bresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a39c73199d752c85045b96d5ae5c3452437608c2resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a40004dfa001974590c4509cbf32196bb5f8f21bresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a162d3ee1efa088f058abc8ab6dc97f8c7aa4ef9resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/e2d724a9a12f80bf60f47af81d48df3c30b0884dresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cea3ffb078f172fe61aeb398c46173865b17a794resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/db25bb0b96ce8dcae34573e5d6191a795c32e443resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/ccaa483bebcf57c5d8e5e73d877c60ccf5da9986resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/6309349a256080c9779b87667a804eb7735263acresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/6850719b058cb9086b426b8f488b01230437c883resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/da7ca7265c46b6e370fa6abe86e752ad520fe8ccresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a183d963f7e3a22c89ab375d33b528f8422e0152resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/eea6bfc12783c2508ca85cd4dee8452bf230ff77resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a35ca762c0e61baceca394f62154ec1e533ccec2resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c623cf6171fb4070823a757e14bf67f21fb20060resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/ead462aa6bfa5d57e4ae2fa20a6890f3d660c112resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/b4beb01b7eda66ae8afe59bfcabe5ce98b260b4dresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/972737ef383bc00726e78ccd2a76ed8fb3dea4acresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/ea1df18fd8fa00ef8b192cf7530350d4a7768c2eresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/e772691eda0c571181f8e487f5c988e8c80d58cbresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a12f0412cada9db3f39390e26845d28a8c079e0dresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/ebe6cb6d2c0ea9a20b5a81e51d5c29b8193a3b28resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a12e54bfcaba516514454ff924877092c5945232resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/b47ff3d23a861cc0cc724c771b4d4dc271b7e6earesized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/876471a3e05fe242a829eff6e16ea8fbc5481715resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/789428242a952f968bbfeed6a918a8033bbf6f8cresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/631537f1c849693ef0b88cbb6a3d247ec689af13resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a17877b9d5596edf0b1cbb234db40da6bcb6b243resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/b5f91a48b51a40e24ffa71e7faa9d14ecfbd2e29resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/e6e8ae1d46fc20e850c18d40dcc923cdf301ba1eresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/de951592bdb6726809fe420849fd9e81652bfdeeresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cafa21b5fcd86ceffd286dbdfbc8a657c8e505abresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cf1b7230e81d5017786d6db5673596142740ca08resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/f34c6016eaeda45adb1e89aee0a851b2607422ffresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cc964ba144d80798e5bd2a3639cadac878ab89a3resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/bd8cf394029285d9831eb15d2eb43552a8f1d6b8resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c7504af4027b03a332bc4d4d916b63ca7a3ef10fresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/59254298a1ff01cd70838e639bc875005b44d5f7resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cde83302ea73a91d45f780709f62cd2cfbf08e5aresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c61811ef71edb7982766bb2a698338eaade7bb9fresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/cd5b2589df8367497cc32b3297db8a0562b0172bresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c0682d9ec87b66d2fa90d49b60e605ca007068a9resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/73978934b728070b19b070c7ac9c3d259e27f4b7resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/e60f88b9cc36c04ce527003dc06e4b73c18ee409resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/fa225caba9a13d2ba8691533558218a5531222dcresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/d594595863ba557f46d4e13896be45680ced66d9resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/b44e745945f8da50a7f52be11dcc5e686b98b419resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/c0e6cd32ba7ebece33c05412befd4b368de3b36dresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a09b984ac44b936d0e147c346a6b936a02a75592resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/e045de5e5d07659c57f2c7ecee4815fe4a213ac2resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/d94ca3930ca36881d8b40ddde47d219b90f00a67resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/a3a6107ff5cbf957c16a703c93414f8c13906cd3resized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Agent/59865988c2cf83981bb66f111338b198c2139addresized_image.png,2,0,test,Agent,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e99c3b9dc9f0fe5623e1a4554b7d64a2e5826bc4resized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e20d3553898e0f67451057ac36e639b111d2e3aeresized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e0d472b8b22900b4e288dc5c025213dbf6254d9fresized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/f2f56d6dbe6d1f9402a52f310e7ea86a93431a24resized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e35cd074b4c40811c19ed7004bc61aaf10443bd4resized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/dcfa87753ff608eabfda5216cc44d731e3414f73resized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/dd3b90e735afc5c22e62bef78a4c3ac1e226265eresized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e030a24a409d6c7ec88eae0c99f83d8c536ff5e8resized_image.png,3,0,test,Allaple,0,clean
/nfs1/ssl_lab/malevis_adversarial_repro/data/raw/malevis_train_val_300x300/val/Allaple/e0467aed15b997f840f23f2412ea97ce1d7b49bcresized_image.png,3,0,test,Allaple,0,clean
