image_id,label,isNight,split,class_name
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/120f082114930f9b375102711da5c7c368071ebdresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1218338acc384f33693c4e255e6dc37263e70332resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/128a2449068ee072169f04134553bf1c757a6134resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/12aa55a2e0cfb2d607f22ad4a4dd308ccb2accb8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/134ca7ec12733c0998bb9ea0c782fccc6cebd0fbresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/134f26d244c263ff87f6d51cbb923a83603d22bfresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1358666f31745c32f9c0c64afdcd81c8f338c390resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1422bc64a2b6c7b4563f5141571c2221894c7aa4resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1448ba8b9beb6c8716aa6112de26857338a8e9abresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1481df17a21797f78e7a1d5bce358ae2189cd948resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/149372b359b6f1c7c2df17a6f1fc7c1fe6f45122resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/14d6d7f6cce6ab1858cc1d4ff336d45c80d25014resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/156b496df4ccf2825162209fea3b17bdc80dd5deresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/157be264cf90a34ae4df825b84dfd285267a20e9resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/15816a734a71e697e1f68fb374838e346b97b2e2resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/15bf683d26aabe5265ca2084eec4323db6661b8eresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/15fc14d32a66baf548957b24237de9a4de66eaebresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/167a0751dfae96ff287dba2f9efb35b44f89e43dresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/169fc74a128df265326c63f4a77020249534c704resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/16fea0fdad472f1e7820e5ee228563f4448ce43eresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/171872cbf654a2f9db9bb59755e4d00a63b42ab7resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/17263116cbfb701873c3ecec25ff2785e7004cf6resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/17621b7ac980228a4490210198a5ee636a6e5779resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/179dffc168231248edb8357baa2b8d050859edc8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/193e5bbbe2d6c472c0aae77a1cb33c0bffd4e997resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1a45f9c4cef2dac499ac7c381f68618dcd60853cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1cee3c8f8e761a969a5acabe79dcc0c516020988resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1d21f6920bfc52bd3ec6bb5173fe573a48ab87baresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1d5d1c69255a96ceee36f0c27ea8a84597564b8bresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1db85dc805fa8c0ad6d118b96744b19cb85f1e6aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/1fa9057258da9900be673fc2b6f6f5ab81305e5dresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/20c3cb5976ebbb9086b487703ea4cfdb11768ca0resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2236cc91f45f41937af58c24bc79833c87b54763resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/22df9f9244a924948dc3ff4b2f1fe74af78af11bresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/23d903f24b3e31542dfda2f543fd7bfc79413decresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/249a6334226be299218df959a3667b06a201713bresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/25c0081ccba6fe6c06700574296afe7d09124f86resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/26b4873a8b85fda0d170ccf926e7421dcbfc1630resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/270cfd8be069a488bf5ad8948686a1f0387048c6resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/271dd1bcfee80d8749ec2735aa408fa59164317aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2724b91d1203dd12477f39057796a532d8cc01e6resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2782a867e0843444da6db24abae8b0095beb0e7fresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/28b17ccb3259cbbd54a4c4a13fd4db6b62740189resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2916c6b6dde9b9fbdf0b029dff127b0a0ca849f5resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/29e408682de3aa252804f7f9c516310b324cdbb2resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2a28675f422ab312d4537f1b19fe595e2c27b2c3resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2a3679dc6d27f6d6607574384f247fffcf74ac74resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2a4d9c691cc44e196a5fd6567395ae4fc85d78e8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2a794699cdbb81b945ad4ab023019a03d55abfe5resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2aa2cc3ceb81c719d5ac7a312a1774fd83f29e76resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2aba135debbd93d9f21bf04bf7b058881a83a076resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2afd86524339b934db4fd9de1c9445b2b7eb845cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2b16561826576d4daf1fc89871a67df96ec78670resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2bc86e5770ea64cf2d15640ae92ac61a8b2f0e10resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2cef938d00b511a83b34e96ebc2e1a0355539581resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2dcefa051ac816a3a42af559e6d6ee228a8fee95resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2df45eba17207418af8016b752d8d35291f536cbresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2e09d6c5dd4935708f647ee0c9ff89ca6eaf0274resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2ebecfe69f9458e10b48474ae14aa05c864cd23cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2fa2955f713b4e2fc0aa5d000bddcef42627b359resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/2facb5d68b79a01541366f56ddcbb9cb2846c8f7resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/31785c008b535a4249cec74a2e60262b4a32049cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/32dacdd07d10178edb53878f8edfc6d4e73aa555resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3323341f3ca8802582066e3af718b23377fd0bc4resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3398c9827f53030c192f98945b7a6297ccce67f4resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/33ed048758cda674788ecd837e56837c68d5a6f8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/35b35979166fd5208222426f59c9b430654e659fresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/35d37712045b31c25c711daa0b68b84832420c82resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/35f93f3ad943ae0a85c616e6fd79dab9f666d6beresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/378413f37eb714276e065d2afe9f5cd69a006001resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3835ce7ce537703997703717cc137de2d94e2556resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/39138abcbad0344f9279e80f0c967491111a70deresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3b1a34a33060092d5cb15ec2580d927ba2d6bb07resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3b2d3633c2dd8e8382fa20e7f71a9c18f6d8be84resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3bee1357bd4fd21bcab4a70520664c32c05ef4dcresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3c07c42cfb524eba1c88fe8acb362f46656be5fdresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3c455c62bb572b503aa2a7b82b11f03092af0b3aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3c67f713aac31c40497da2fce3c0a9709410c2a2resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3c89c332b24a8bdbc1d17e64281a73e31c14ddc8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3db54081536dd11cee090249f56b1e967ab6bf3aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3e9bfc749cbd54ab8795219ef77c7b9bd2c65958resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/3eb2c49451ee5605e600ca0eddd267b86dfa41acresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4008b88b0e13430a1996e1add12f0957a38a79a9resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4151135626b502bc0a310c992a0a0c057f7aeb2aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/41523ee7dd735eb3712835546aeaf820f2486305resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/42332ee7082a07c7a5880700f20baf2c770b9a17resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/427c27f4b185f504c98d27bb02017cf7a754fe23resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/42d0fa369013ffd3b01045d67b4d96853468aa42resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/435785b0f21c52fb92dcf06cfdec56778e1d8820resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/43d78fd435bc725ade8d52cf9088bdf3e1182d3aresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/44d18cd7609ab4ff9a7b500e117a2812ed9696cfresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/44f9ca5feda25aa93254e4fe80bfb8bd916efe83resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/45480d013f3deff76aa4c8b9bf69a861546a97a8resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/47017386e4d7d6e141aab70f97ec832ebdf879a5resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4749cda8f3cece89c9e2027d9f7ca6b783bc56d0resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/47b00e8aa50e88f06d78f7f4df3846359d7adf86resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/480d62b3a9e2594d3296b8c8b70ddaad0c7f9f47resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4810d69f1c50e7b4b20d649a9b7a2066bf8474a9resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/482a0b1a184fc8f4e2da7d69b0697fc141733283resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/490414f8e646fbad11d392106f38ec9b45df72feresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/495f421c95c5da8b37a37a23e9666eb8e5908846resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/496c54f03b2159dc134b1973db985853f4ab3f2bresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/498ec5aa5fa676f1babd8c6dc47bd23033c0a7ecresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4a1e615cb49844538bebafcfae5f24ee6dfb858cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4a39e16a3cc34e0933878f29315d6380b237a380resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4a4d41c00ea1a046812390df4b09e44e406867b6resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4bb77a94e30bc53d876ba6468612369a8b662fe5resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4bd31f442c550ca2f4b16c576a3b53c46f7c4d02resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4c080fd4e914f4757d404b798fbc234debf9c307resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4c2e655ce9f7e09d892858d335e8e5252d4b645dresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4c8181ce8aa0b17a31eab22aecefd321577942b7resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4cacdfa58383b0115f607d060d3a64dee4bf4423resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4ce154d253f454bfac0ed17fdfe9d564fd057290resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4ce4b94b3d521be70827876dbe084d12da400a7cresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4d05902105fc5d809c091a15f7bb53ad4e0e9847resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4d1f91ca554a6405e76272db23a2af7a56a5523bresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4deac80702628024a0e75cbfa243f74246fa28abresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4e51828aa03487d4ba948a619229cfb1fd0cfbf1resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4e88a865f5559f243f44d6b92f785f4db3bc1eacresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4f37715dbd5a05f2e01658f3c3fb5b71b73963d1resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/4fd8999c03488c638e6742f5708ef9df85e4aa82resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/501f909cbe652352880de9878c9cce7256d71724resized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/5121d8edce333c906644adb4c31d3bb405423cderesized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/51bf7aebdf503b4556cc18dd1f744966ade3f77fresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/51f45ab584e837edb4399274b17ae648a94b73daresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/521d684a374e25e01bb985abed5688684f595b3dresized_image.png,1,0,train,Adposhel
/nfs1/ssl_lab/malevis_adversarial_repro/artifacts/adv_outputs/CNN_pgd/train/Adposhel/522b3b9a5c744a67334d32c57cd2961937d428f0resized_image.png,1,0,train,Adposhel
