image_id,label,isNight,split
adv_outputs\ANN_fgsm\processed_images\train\img_84.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_85.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_86.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_87.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_88.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_89.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_90.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_91.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_92.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_93.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_94.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_95.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_96.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_97.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_98.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_99.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_100.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_101.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_102.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_103.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_104.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_105.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_106.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_107.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_108.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_109.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_110.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_111.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_112.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_113.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_114.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_115.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_116.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_117.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_118.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_119.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_120.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_121.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_122.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_123.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_124.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_125.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_126.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_127.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_128.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_129.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_130.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_131.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_132.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_133.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_134.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_135.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_136.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_137.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_138.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_139.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_140.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_141.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_142.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_143.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_144.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_145.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_146.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_147.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_148.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_149.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_150.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_151.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_152.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_153.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_154.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_155.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_156.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_157.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_158.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_159.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_160.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_161.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_162.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_163.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_164.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_165.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_166.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_167.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_168.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_169.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_170.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_171.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_172.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_173.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_174.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_175.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_176.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_177.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_178.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_179.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_180.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_181.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_182.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_183.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_184.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_185.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_186.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_187.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_188.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_189.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_190.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_191.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_192.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_193.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_194.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_195.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_196.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_197.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_198.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_199.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_200.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_201.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_202.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_203.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_204.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_205.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_206.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_207.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_208.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_209.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_210.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_211.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_212.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_213.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_214.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_215.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_216.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_217.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_218.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_219.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_220.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_221.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_222.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_223.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_224.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_225.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_226.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_227.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_228.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_229.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_230.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_231.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_232.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_233.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_234.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_235.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_236.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_237.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_238.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_239.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_240.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_241.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_242.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_243.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_244.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_245.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_246.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_247.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_248.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_249.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_250.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_251.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_252.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_253.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_254.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_255.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_256.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_257.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_258.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_259.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_260.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_261.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_262.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_263.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_264.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_265.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_266.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_267.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_268.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_269.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_270.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_271.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_272.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_273.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_274.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_275.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_276.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_277.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_278.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_279.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_280.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_281.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_282.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_283.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_284.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_285.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_286.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_287.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_288.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_289.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_290.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_291.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_292.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_293.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_294.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_295.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_296.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_297.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_298.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_299.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_300.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_301.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_302.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_303.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_304.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_305.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_306.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_307.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_308.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_309.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_310.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_311.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_312.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_313.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_314.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_315.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_316.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_317.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_318.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_319.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_320.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_321.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_322.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_323.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_324.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_325.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_326.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_327.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_328.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_329.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_330.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_331.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_332.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_333.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_334.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_335.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_336.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_337.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_338.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_339.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_340.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_341.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_342.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_343.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_344.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_345.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_346.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_347.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_348.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_349.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_350.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_351.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_352.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_353.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_354.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_355.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_356.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_357.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_358.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_359.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_360.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_361.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_362.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_363.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_364.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_365.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_366.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_367.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_368.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_369.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_370.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_371.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_372.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_373.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_374.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_375.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_376.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_377.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_378.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_379.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_380.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_381.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_382.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_383.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_384.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_385.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_386.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_387.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_388.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_389.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_390.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_391.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_392.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_393.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_394.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_395.png,1,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_396.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_397.png,3,0,train
adv_outputs\ANN_fgsm\processed_images\train\img_398.png,3,0,train
